ObjectID,LICENSED_CERTIFIED,FLAG,T18_19,FACID,FAC_STATUS_TYPE_CODE,ASPEN_FACID,CCN,TERMINAT_SW,PARTICIPATION_DATE,APPROVAL_DATE,NPI,CAN_BE_DEEMED_FAC_TYPE,CAN_BE_CERTIFIED_FAC_TYPE,DEEMED,AO_CD,DMG_EFCTV_DT,AO_TRMNTN_DT,AO_NAME,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,PARENT_FACID,FAC_FAC_RELATIONSHIP_TYPE_CODE,START_DATE,LICENSE_NUMBER,BUSINESS_NAME,LICENSE_STATUS_DESCRIPTION,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL,DATA_DATE,HCAI_ID,x,y
152007,LICENSED ONLY,,,630013400,OPEN,CA630013400,,,,,1568791390,N,N,,,,,,"PLANNED PARENTHOOD BASICS, BALDWIN HILLS/CRENSHAW",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3637 S LA BREA AVE,LOS ANGELES,90016,5311,"GUERRERO, BRENDA",BRENDA.GUERRERO@PP-LA.ORG,(213) 284-3352,(213) 284-3200,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001773,PLANNED PARENTHOOD LOS ANGELES,ACTIVE,2011-11-08 0:00:00,2025-11-08 0:00:00,2026-11-07 0:00:00,NONPROFIT CORP,34.02094277,-118.3556612,"(-118.3556612,34.020942766)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197613,6453892.478,1830194.311
152008,LICENSED AND CERTIFIED,,,630013401,OPEN,CA630013401,751011,,2013-04-12 0:00:00,2013-08-26 0:00:00,1578762307,N,Y,0,,,,,CRENSHAW COMMUNITY CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"3631 CRENSHAW BLVD, SUITE 109",LOS ANGELES,90016,4819,"OBENG, KWABENA",GDANQUAH@BHCHEALTH.ORG,(323) 732-0104,(323) 732-0100,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001971,BENEVOLENCE INDUSTRIES INCORPORATED,ACTIVE,2012-06-26 0:00:00,2025-06-26 0:00:00,2026-06-25 0:00:00,NONPROFIT CORP,34.022952,-118.3352895,"(-118.3352895,34.022952)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197674,6460068.025,1830904.289
152054,LICENSED AND CERTIFIED,,,630013648,OPEN,CA630013648,751925,,2016-10-25 0:00:00,2017-03-20 0:00:00,1093095192,N,Y,0,,,,,FLORENCE MEDICAL CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1039 W FLORENCE AVE,LOS ANGELES,90044,2441,"GORDOR, ABIGAIL",CLINIC@YMEDICAL.ORG,(855) 777-2289,(323) 776-1500,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001962,YEHOWA MEDICAL SERVICES,ACTIVE,2012-06-20 0:00:00,2025-06-20 0:00:00,2026-06-19 0:00:00,NONPROFIT CORP,33.974838,-118.293318,"(-118.293318,33.974838)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197675,6472734.997,1813354.92
152067,LICENSED AND CERTIFIED,,,630013754,OPEN,CA630013754,551152,,2012-06-29 0:00:00,2012-10-25 0:00:00,1134492937,N,Y,0,,,,,"ALTAMED MEDICAL&DENTAL GROUP - EAST LOS ANGELES, 1ST STREET",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2219 E 1ST ST,LOS ANGELES,90033,3901,"DE LEON, ROBERTO",GTREJO@ALTAMED.ORG,(323) 780-9432,(323) 647-6204,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550001974,ALTAMED HEALTH SERVICES CORPORATION,ACTIVE,2012-06-29 0:00:00,2025-06-29 0:00:00,2026-06-28 0:00:00,NONPROFIT CORP,34.044777,-118.211508,"(-118.211508,34.044777)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197668,6497592.647,1838744.802
152102,LICENSED AND CERTIFIED,,,630013982,OPEN,CA630013982,751033,,2013-11-27 0:00:00,2014-03-20 0:00:00,1811129091,N,Y,0,,,,,"ASIAN PACIFIC HEALTH CARE VENTURE,INC. - BELMONT HEALTH CENTER",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,180 UNION PL,LOS ANGELES,90026,5715,"AOKI, MIKA",KSHIBATA@APHCV.ORG,(213) 481-8260,(323) 644-3885,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960002174,INTERMITTENT CLINIC,04Aug2022,960001028,"ASIAN PACIFIC HEALTH CARE VENTURE, INC.",ACTIVE,1997-05-20 0:00:00,2025-11-21 0:00:00,2026-11-20 0:00:00,NONPROFIT CORP,34.061922,-118.26495,"(-118.26495,34.061922)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197784,6481419.462,1845022.55
152115,LICENSED AND CERTIFIED,,,630014087,OPEN,CA630014087,751064,,2014-04-22 0:00:00,2014-08-05 0:00:00,1639414139,N,Y,0,,,,,APLA HEALTH & WELLNESS CENTER - BALDWIN HILLS,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3743 S LA BREA AVE,LOS ANGELES,90016,5309,"WAGNER, VALLERIE",CLEWIS@APLAHEALTH.ORG,(323) 294-3949,(323) 329-8918,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002233,APLA HEALTH & WELLNESS,ACTIVE,2013-04-10 0:00:00,2025-04-10 0:00:00,2026-04-09 0:00:00,NONPROFIT CORP,34.018731,-118.355769,"(-118.355769,34.018731)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197797,6453856.963,1829389.524
152117,LICENSED AND CERTIFIED,,,630014094,OPEN,CA630014094,A01966,,2025-07-21 0:00:00,2025-08-15 0:00:00,1497009245,N,Y,0,,,,,LOS ANGELES CHRISTIAN HEALTH CENTERS - EXODUS RECOVERY - ICM,FQHC/COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1920 MARENGO ST,LOS ANGELES,90033,1317,"WHITE, KATHRYN C",BLEWIS@LACHC.COM,(213) 542-9856,(323) 276-6450,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,630011613,INTERMITTENT CLINIC,27Dec2023,550000820,LOS ANGELES CHRISTIAN HEALTH CENTERS,ACTIVE,2008-03-06 0:00:00,2025-03-06 0:00:00,2026-03-05 0:00:00,NONPROFIT CORP,34.057386,-118.209645,"(-118.209645,34.057386)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197828,6498166.592,1843332.271
152127,LICENSED AND CERTIFIED,,,630014129,OPEN,CA630014129,751085,,,,1598002628,N,Y,,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,808 W 58TH ST,LOS ANGELES,90037,3632,"MANGIA, JAMES",JBORJA@SJCH.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002228,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2013-04-03 0:00:00,2025-04-03 0:00:00,2026-04-02 0:00:00,NONPROFIT CORP,33.989598,-118.287531,"(-118.287531,33.989598)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197796,6474504.93,1818721.302
152137,LICENSED AND CERTIFIED,,,630014191,OPEN,CA630014191,751134,,2015-01-13 0:00:00,2015-03-27 0:00:00,1417378597,N,Y,0,,,,,KEDREN COMMUNITY CARE CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"4211 AVALON BLVD, SUITE A",LOS ANGELES,90011,5622,"POLK, GREGORY",FMARFORI@KEDREN.ORG,(323) 515-7009,(323) 803-0308,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002516,"KEDREN COMMUNITY HEALTH CENTER, INC.",ACTIVE,2013-12-18 0:00:00,2025-12-18 0:00:00,2026-12-17 0:00:00,NONPROFIT CORP,34.007211,-118.2654315,"(-118.2654315,34.007211)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197865,6481221.05,1825112.587
152155,LICENSED AND CERTIFIED,,,630014309,OPEN,CA630014309,921882,,2020-05-11 0:00:00,2020-11-12 0:00:00,1306194105,N,Y,0,,,,,AMH COMPREHENSIVE MEDICAL CENTERS,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"937 S ALVARADO ST, SUITE 1-D AND 1-E",LOS ANGELES,90006,3067,"ARGAME, JENNELYN",J_ARGAME@MSN.COM,(213) 484-8783,(213) 484-8786,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002382,AMH COMPREHENSIVE MEDICAL CENTERS,ACTIVE,2013-09-04 0:00:00,2025-09-04 0:00:00,2026-09-03 0:00:00,NONPROFIT CORP,34.05256199,-118.27984,"(-118.27984,34.052561994)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306190773,6476900.155,1841628.495
152168,LICENSED AND CERTIFIED,,,630014377,OPEN,CA630014377,751840,,2016-03-16 0:00:00,2016-06-09 0:00:00,1487086989,N,Y,0,,,,,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2614 S GRAND AVE,LOS ANGELES,90007,2607,"JAHANGIR, NUSRATH F",CNHFOUNDATION@GMAIL.COM,(323) 231-3985,(323) 234-5000,200,LOS ANGELES,24,SAN BERNARDINO,N,630011721,INTERMITTENT CLINIC,29May2019,550000837,"H STREET CLINIC, INC.",ACTIVE,2008-12-09 0:00:00,2025-12-09 0:00:00,2026-12-08 0:00:00,NONPROFIT CORP,34.025922,-118.27242,"(-118.27242,34.025922)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197882,6479121.471,1831927.539
152169,LICENSED ONLY,,,630014380,OPEN,CA630014380,,,,,1588908305,N,N,,,,,,WELLNESS CENTER AT JEFFERSON HIGH SCHOOL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3410 HOOPER AVE,LOS ANGELES,90011,2161,"VELOZ, RICHARD",MARIAOC@SCFHC.ORG,,(323) 905-5809,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002413,SOUTH CENTRAL FAMILY HEALTH CENTER,ACTIVE,2013-09-30 0:00:00,2025-09-30 0:00:00,2026-09-29 0:00:00,NONPROFIT CORP,34.01274481,-118.2521018,"(-118.2521018,34.012744809)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197842,6485265.99,1827116.046
152170,LICENSED AND CERTIFIED,,,630014385,OPEN,CA630014385,751084,,2014-06-30 0:00:00,2024-04-23 0:00:00,1972845113,N,Y,0,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1555 W 110TH ST,LOS ANGELES,90047,4912,"MANGIA, JAMES",MARLOPEZ@WELLCHILD.ORG,(323) 541-1661,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,630015566,INTERMITTENT CLINIC,23Sep2019,550003001,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2015-03-03 0:00:00,2025-03-03 0:00:00,2026-03-02 0:00:00,NONPROFIT CORP,33.936237,-118.3031685,"(-118.3031685,33.936237)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197823,6469706.044,1799316.104
152198,LICENSED AND CERTIFIED,,,630014551,OPEN,CA630014551,751012,,2013-04-08 0:00:00,2013-08-30 0:00:00,1316044522,N,Y,0,,,,,PEDIATRIC AND FAMILY MEDICAL CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1500 S OLIVE ST,LOS ANGELES,90015,3023,,,,(213) 747-5542,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,630016693,INTERMITTENT CLINIC,15Apr2024,550003550,PEDIATRIC & FAMILY MEDICAL CENTER,ACTIVE,2016-06-20 0:00:00,2025-06-20 0:00:00,2026-06-19 0:00:00,NONPROFIT CORP,34.035669,-118.2648195,"(-118.2648195,34.035669)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6481433.817,1835468.499
152199,CERTIFIED ONLY,,,630014552,OPEN,CA630014552,751014,,2012-09-19 0:00:00,2013-08-30 0:00:00,,N,Y,0,,,,,THE SABAN FREE CLINIC-HOLLYWOOD WILSHIRE HEALTH CENTER,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,"5205 MELROSE AVE, FLOOR 1 AND 2",LOS ANGELES,90038,3144,,,,(323) 330-1638,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,,,,,,,,34.083648,-118.313973,"(-118.313973,34.083648)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6466596.274,1852971.777
152244,LICENSED AND CERTIFIED,,,630014739,OPEN,CA630014739,751150,,2014-12-18 0:00:00,2015-06-18 0:00:00,1730421330,N,Y,0,,,,,FREMONT WELLNESS CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,7821 AVALON BLVD,LOS ANGELES,90003,2358,"ROGERS, YOHANNA B",AREYNOSO@UMMACLINIC.ORG,,(323) 647-1520,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002630,"UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC.",ACTIVE,2014-04-15 0:00:00,2025-08-11 0:00:00,2026-04-14 0:00:00,NONPROFIT CORP,33.96819097,-118.2652245,"(-118.2652245,33.968190973)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197912,6481246.318,1810912.268
152253,LICENSED ONLY,,,630014817,OPEN,CA630014817,,,,,1366884199,N,N,,,,,,AHF DOWNTOWN DENTAL OFFICE,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1414 S GRAND AVE, SUITE 485",LOS ANGELES,90015,3067,"CORTEZ, RAQUEL",PHARMACYOPERATIONS@AHFRX.ORG,(833) 261-3712,(310) 999-6089,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002812,AIDS HEALTHCARE FOUNDATION,ACTIVE,2014-09-04 0:00:00,2025-09-04 0:00:00,2026-09-03 0:00:00,NONPROFIT CORP,34.036452,-118.265346,"(-118.265346,34.036452)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197949,6481275.054,1835753.868
152260,LICENSED AND CERTIFIED,,,630014891,OPEN,CA630014891,A01015,,2021-06-16 0:00:00,2021-09-02 0:00:00,1457781676,N,Y,0,,,,,BENEVOLENCE HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"611 E IMPERIAL HWY., SUITE 107",LOS ANGELES,90059,2358,"OBENG, KWABENA",AAMEKUGEE@BHCHEALTH.ORG,(424) 558-8100,(323) 732-0100,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003080,BENEVOLENCE INDUSTRIES INCORPORATED,ACTIVE,2015-05-12 0:00:00,2025-05-12 0:00:00,2026-05-11 0:00:00,NONPROFIT CORP,33.931404,-118.2645045,"(-118.2645045,33.931404)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198068,6481429.404,1797524.156
152295,LICENSED ONLY,,,630015151,OPEN,CA630015151,,,,,1194138347,N,N,,,,,,HEALTHRIGHT 360,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,521 S GRAND VIEW ST,LOS ANGELES,90057,2803,"BAEZ, MARIBEL",AVALDES@HEALTHRIGHT360.ORG,(415) 865-0119,(415) 577-5868,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002871,HEALTHRIGHT 360,ACTIVE,2014-10-27 0:00:00,2025-10-27 0:00:00,2026-10-26 0:00:00,NONPROFIT CORP,34.06095,-118.276776,"(-118.276776,34.06095)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306197993,6477836.676,1844678.474
152296,LICENSED AND CERTIFIED,,,630015152,OPEN,CA630015152,751061,,2014-03-26 0:00:00,2022-09-13 0:00:00,1003230038,N,Y,0,,,,,APLA HEALTH & WELLNESS - DAVID GEFFEN CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"611 S KINGSLEY DR, SUITE 301",LOS ANGELES,90005,2319,"MOLDOVAN, JOSEPH R",JMOLDOVAN@APLAHEALTH.ORG,(213) 201-1595,(213) 201-1411,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003043,APLA HEALTH & WELLNESS,ACTIVE,2015-04-21 0:00:00,2025-04-21 0:00:00,2026-04-20 0:00:00,NONPROFIT CORP,34.062948,-118.303029,"(-118.303029,34.062948)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198056,6469887.375,1845428.514
152350,LICENSED AND CERTIFIED,,,630015566,OPEN,CA630015566,751188,,2015-06-08 0:00:00,2016-01-14 0:00:00,1861893844,N,Y,0,,,,,ST. JOHN'S COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,326 W. 23RD STREET,LOS ANGELES,90007,,"MANGIA, JAMES",MGENIE@SJCH.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003001,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2015-03-03 0:00:00,2025-03-03 0:00:00,2026-03-02 0:00:00,NONPROFIT CORP,34.029315,-118.271493,"(-118.271493,34.029315)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198021,6479405.693,1833161.555
152364,CERTIFIED ONLY,,,630015621,OPEN,630015621,751090,,2014-08-08 0:00:00,2014-11-06 0:00:00,,N,Y,0,,,,,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER",FQHC,PRIMARY CARE CLINIC,NON-LTC,0,"3727 WEST 6TH STREET, SUITE 210",LOS ANGELES,90020,,,,,,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,,,,,,,,34.063875,-118.303731,"(-118.303731,34.063875)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6469675.778,1845766.508
152367,LICENSED ONLY,,,630015638,OPEN,CA630015638,,,,,1609280346,N,N,,,,,,"LOS ANGELES COMMUNITY CLINIC, INC.",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1830 W. OLYMPIC BLVD., UNIT 124",LOS ANGELES,90006,,"OH, BRANDON SAE JOON",LACOMMUNITYCLINIC@YAHOO.COM,(213) 383-1184,(213) 383-1183,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003142,"LOS ANGELES COMMUNITY CLINIC, INC.",ACTIVE,2015-07-15 0:00:00,2022-09-23 0:00:00,2023-07-14 0:00:00,NONPROFIT CORP,34.050447,-118.277523,"(-118.277523,34.050447)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198083,6477599.872,1840856.866
152399,LICENSED AND CERTIFIED,,,630015747,OPEN,CA630015747,751173,,2015-05-15 0:00:00,2024-04-23 0:00:00,1629491089,N,Y,0,,,,,ST. JOHN'S WELL CHILD AND FAMILY CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1555 W. 110TH STREET,LOS ANGELES,90047,,"MANGIA, JAMES",YALTAMIRAR@SJCH.ORG,(323) 541-1683,(323) 541-1600,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550002969,ST. JOHN'S COMMUNITY HEALTH,ACTIVE,2015-02-09 0:00:00,2025-02-09 0:00:00,2026-02-08 0:00:00,NONPROFIT CORP,33.936237,-118.3031685,"(-118.3031685,33.936237)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198009,6469706.044,1799316.104
152409,LICENSED AND CERTIFIED,,,630015800,OPEN,CA630015800,751187,,2015-07-20 0:00:00,2016-01-14 0:00:00,1013311448,N,Y,0,,,,,KHEIR WILSHIRE CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"3255 WILSHIRE BLVD., SUITE 120",LOS ANGELES,90010,,"PAK, ERIN",COMPLIANCE@LAKHEIR.ORG,(213) 427-4008,(213) 235-1203,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003003,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER",ACTIVE,2015-03-05 0:00:00,2025-03-05 0:00:00,2026-03-04 0:00:00,NONPROFIT CORP,34.061958,-118.293237,"(-118.293237,34.061958)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198034,6472852.048,1845059.439
152467,LICENSED AND CERTIFIED,,,630016099,OPEN,CA630016099,751831,,2015-12-08 0:00:00,2016-05-19 0:00:00,,N,Y,0,,,,,EISNER PEDIATRIC & FAMILY MEDICAL CENTER - WOMEN'S HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1513 S. GRAND AVE, SUITE 220 & 250",LOS ANGELES,90015,,"MCCARTHY, MONICA",MMCCARTHY@EISNERHEALTH.ORG,(213) 746-9379,(213) 747-5542,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003169,PEDIATRIC & FAMILY MEDICAL CENTER,ACTIVE,2015-07-28 0:00:00,2025-07-28 0:00:00,2026-07-27 0:00:00,NONPROFIT CORP,34.036173,-118.266669,"(-118.266669,34.036173)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198085,6480873.958,1835653.395
152494,LICENSED AND CERTIFIED,,,630016277,OPEN,CA630016277,751928,,2016-11-07 0:00:00,2017-05-01 0:00:00,,N,Y,0,,,,,T.H.E. HEALTH AND WELLNESS CENTER AT LA BREA,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3721 S. LA BREA AVE.,LOS ANGELES,90016,5309,"SHIEPE, CLIFFORD",LMARIN@TOHELPEVERYONE.ORG,(323) 373-2045,(323) 309-6026,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003620,"THE CLINIC, INC.",ACTIVE,2016-01-04 0:00:00,2026-01-04 0:00:00,2027-01-03 0:00:00,NONPROFIT CORP,34.019298,-118.3561065,"(-118.3561065,34.019298)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198292,6453755.421,1829596.227
152529,LICENSED AND CERTIFIED,,,630016484,OPEN,630016484,751955,,2017-02-27 0:00:00,2017-07-11 0:00:00,,N,Y,0,,,,,LOU COLEN CHILDREN'S HEALTH & WELLNESS CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"4700 INGLEWOOD BLVD., SUITE 101",LOS ANGELES,90230,,"RUTHERFORD, RIAN",LAURACRUZ@MEDNET.UCLA.EDU,(310) 392-6642,(310) 664-7765,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960000251,INTERMITTENT CLINIC,01Jul2025,960000169,VENICE FAMILY CLINIC,ACTIVE,1986-11-01 0:00:00,2025-11-01 0:00:00,2026-10-31 0:00:00,NONPROFIT CORP,33.993459,-118.415367,"(-118.415367,33.993459)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198287,6435758.9,1820261.882
152586,LICENSED AND CERTIFIED,,,630016848,OPEN,LA630016848,921063,,2018-04-09 0:00:00,2018-07-26 0:00:00,,N,Y,0,,,,,WHITE MEMORIAL COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1828 E. CESAR E. CHAVEZ AVENUE, SUITE 5000",LOS ANGELES,90033,,"FLOUTSIS, GRACE",FLOUTSG@AH.ORG,(323) 987-1212,(323) 859-3604,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003845,WHITE MEMORIAL COMMUNITY HEALTH CENTER,ACTIVE,2017-04-12 0:00:00,2025-04-12 0:00:00,2026-04-11 0:00:00,NONPROFIT CORP,34.049952,-118.215657,"(-118.215657,34.049952)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198405,6496339.796,1840630.752
152587,LICENSED AND CERTIFIED,,,630016852,OPEN,630016852,921080,,2018-06-01 0:00:00,2018-09-27 0:00:00,1447703400,N,Y,0,,,,,ANGELES COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,"1919 WEST 7TH STREET, FLOOR 2 & 3",LOS ANGELES,90057,,"BISHOP, WEAVE",M.CANELA@ANGELESCOMMUNITY.ORG,(213) 260-7829,(213) 413-4888,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,550003838,"HEALTH ACCESS FOR ALL, INC.",ACTIVE,2017-02-09 0:00:00,2026-02-09 0:00:00,2027-02-08 0:00:00,NONPROFIT CORP,34.05582,-118.275066,"(-118.275066,34.05582)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,306198407,6478349.491,1842810.153
152610,LICENSED AND CERTIFIED,,,630017007,OPEN,CA630017007,751882,,2016-05-19 0:00:00,2016-10-25 0:00:00,,N,Y,0,,,,,JWCH MEDICAL CLINIC @ ST. GEORGE HOTEL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,115 E 3RD STREET,LOS ANGELES,90013,,,,,,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960002630,INTERMITTENT CLINIC,21Feb2020,960001280,"JWCH INSTITUTE, INC.",ACTIVE,,2025-11-30 0:00:00,2026-11-29 0:00:00,NONPROFIT CORP,34.049088,-118.245456,"(-118.245456,34.049088)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6487312.324,1840337.032
152611,LICENSED AND CERTIFIED,,,630017008,OPEN,CA630017008,751881,,2016-05-19 0:00:00,2016-10-27 0:00:00,,N,Y,0,,,,,JWCH MEDICAL CLINIC AT DOWNTOWN WOMEN'S CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,442 SOUTH SAN PEDRO STREET,LOS ANGELES,90013,,,AIRIE@JWCH.ORG,,,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960002630,INTERMITTENT CLINIC,21Feb2020,960001280,"JWCH INSTITUTE, INC.",ACTIVE,,2025-11-30 0:00:00,2026-11-29 0:00:00,NONPROFIT CORP,34.044642,-118.243404,"(-118.243404,34.044642)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6487930.004,1838717.538
152614,LICENSED AND CERTIFIED,,,630017026,OPEN,CA630017026,751891,,2016-05-19 0:00:00,2016-10-27 0:00:00,,N,Y,0,,,,,JWCH MEDICAL CLINIC @ WEINGART,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,515 E. 6TH STREET,LOS ANGELES,90021,,,,,,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,960002630,INTERMITTENT CLINIC,21Feb2020,960001280,"JWCH INSTITUTE, INC.",ACTIVE,,2025-11-30 0:00:00,2026-11-29 0:00:00,NONPROFIT CORP,34.042122,-118.244754,"(-118.244754,34.042122)",19,LOS ANGELES,6037,,,,,,2026-01-16 0:00:00,,6487518.804,1837801.457
